Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
6999039-20260120-190922,2026-01-20,South Branch,L5 IN Tamil Nadu 1,B744,6999039,A S Distributor,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Jan,,959153285,12584920,,MILK MAID,145,INV NO:959153285 INV DATE:09/01/2026 LR NO:6055 TRNSPORT NO:TN60AC3396 PRODUCT CODE:12584920 PRODUCT NAME :MILK MAID MRP:145 CASE :1CASE,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,6055,TN60AC3396,145 CASE; 1 CASE,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 1,6999039-20260120-190922,6999039,A S Distributor,BI-Stock Shortages,959153285,,MILK MAID,Not Available,1,Valid 8 Digit Code,IN SSD : Milkmaid SCM,DAIRY,F&B,Exact Product Code Match,2026-01,Tuesday,4,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7485824-20260506-131313,2026-05-06,South Branch,L5 IN Andhrapradesh 3,C749,7485824,Aafiya Computers,BI-Stock Shortages,Pending,GT Distributors,Sakthi Jayavel Motors,2026,May,,974818892,13680206,60580452CA,MAGGI 2-MINN Mas 24*300g N1 IN,58.00,Invoice number:974818892 Product code:13680206 HSN code:19023010 Batch Code:60580452CA Product Description: MAGGI 2-MINN Mas 24*300g N1 IN MRP: 58.00 Invoice Qnty:17 Received Qnty:16 There is a shortage of 1 case of MAGGI 2-MINN Mas 24*300g N1 IN,,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,1 CASE,,,,19023010.0,,DC Issue,C749,L5 IN Andhrapradesh 3,7485824-20260506-131313,7485824,Aafiya Computers,BI-Stock Shortages,974818892,60580452CA,MAGGI 2-MINN Mas 24*300g N1 IN,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-05,Wednesday,19,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260630-131544,2026-06-30,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Any other,Pending,GT Distributors,Diptab Ventures Pvt ltd,2026,Jun,,938435919,,61610455HB; 61030455HA,MAGGI HOT & SWEET 24x500g N1,130; 122,"Dear Team, We are Returning 1 case of MAGGI HOT & SWEET 24x500g N1 due to MRP mismatch worth Rs.2,542.68 Please find below for more details. Invoice Number : 938435919 Invoice Date : 24/06/2026 Product Name : MAGGI HOT & SWEET 24x500g N1 Billed Batch : 61610455HB Received Batch : 61030455HA Billed MRP : 130 Received MRP : 122",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260630-131544,6824058,Aarav Associates,BI-Any other,938435919,61610455HB; 61030455HA,MAGGI HOT & SWEET 24x500g N1,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Tuesday,27,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260603-155215,2026-06-03,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Damages,Pending,GT Distributors,KKP Express,2026,Jun,,938431710,,5353417611,KITKAT CHUNKY Miniatures 24x126g,225,"Dear Team, We Reaceived 1 case KITKAT CHUNKY Miniatures 24x126g that is completly unsalable due to severe melting hair contamination inside the packaging Please find below for more details. Invoice Number : 938431710 Invoice Date : 02/06/2026 Product Name : KITKAT CHUNKY Miniatures 24x126g Batch : 5353417611 MRP: 225",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260603-155215,6824058,Aarav Associates,BI-Damages,938431710,5353417611,KITKAT CHUNKY Miniatures 24x126g,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Wednesday,23,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260530-113030,2026-05-30,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,May,,938430868,,61080452CF,MAGGI 2-MINN Masala 48x150g N1,30,"Dear Team, We are Returning the MAGGI 2-MINN Masala 48x150g N1 2 Shortage worth Rs.2,490.53 Please find below for more details. Invoice Number : 938430868 Invoice Date : 28/05/2026 Product Name : MAGGI 2-MINN Masala 48x150g N1 Batch : 61080452CF MRP: 30",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260530-113030,6824058,Aarav Associates,BI-Stock Shortages,938430868,61080452CF,MAGGI 2-MINN Masala 48x150g N1,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Saturday,22,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260528-130103,2026-05-28,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,May,,938430131,,60520376NM,MAGGI Coconut Milk Liquid 6(6x180ml) IN,80,"Dear Team, We are Returning the MAGGI Coconut Milk Liquid 6(6x180ml) IN 1 Shortage worth Rs.2,490.53 Please find below for more details. Invoice Number : 938430131 Invoice Date : 24/05/2026 Product Name : MAGGI Coconut Milk Liquid 6(6x180ml) IN Batch : 60520376NM MRP: 80",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260528-130103,6824058,Aarav Associates,BI-Stock Shortages,938430131,60520376NM,MAGGI Coconut Milk Liquid 6(6x180ml) IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Thursday,22,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260512-124517,2026-05-12,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,May,,938426897,,61030452CF,MAGGI 2-MINN Masala 48x150g N1,30,"Dear Team, We are Returning the MAGGI 2-MINN Masala 48x150g N1 1 Shortage worth Rs.1215.57 Please find below for more details. Invoice Number : 938426897 Invoice Date : 08/05/2026 Product Name : MAGGI 2-MINN Masala 48x150g N1 Batch : 61030452CF MRP: 30",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260512-124517,6824058,Aarav Associates,BI-Stock Shortages,938426897,61030452CF,MAGGI 2-MINN Masala 48x150g N1,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Tuesday,20,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260512-125430,2026-05-12,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Any other,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,May,,938426899,,60900455HA,MAGGI Tomato Ketchup 12x960g IN,159,"Dear Team, We are Returning the MAGGI Tomato Ketchup 12x960g IN  2 case due to low shelf life (OT) worth Rs.3,096.07 Please find below for more details. Invoice Number : 938426899 Invoice Date : 08/05/2026 Product Name : MAGGI Tomato Ketchup 12x960g IN Batch : 60900455HA MRP: 159",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,2 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260512-125430,6824058,Aarav Associates,BI-Any other,938426899,60900455HA,MAGGI Tomato Ketchup 12x960g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Tuesday,20,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260508-140201,2026-05-08,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Any other,Closed,GT Distributors,AVG Logistics Limited,2026,May,,938426273,,61110451DA,CERL STG3 Whe Rice Mix Frt 24x300g WS IN,290,"Dear Team, We are Returning the CERL STG3 Whe Rice Mix Frt 24x300g WS IN 1 Case due to low shelf life (OT) worth Rs.6,018.77 Please find below for more details. Invoice Number : 938426273 Invoice Date : 05/05/2026 Product Name : CERL STG3 Whe Rice Mix Frt 24x300g WS IN Batch : 61110451DA MRP: 290",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260508-140201,6824058,Aarav Associates,BI-Any other,938426273,61110451DA,CERL STG3 Whe Rice Mix Frt 24x300g WS IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Friday,19,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260428-124743,2026-04-28,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Any other,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,Apr,,938423924,,6047T246DA,NESTLE Munch Cereal 32x120g IN,70,"Dear Team, We are Returning the NESTLE Munch Cereal 32x120g IN 1 Case due to low shelf life (OT) worth Rs.1,919.46 Please find below for more details. Invoice Number : 938423924 Invoice Date : 24/04/2026 Product Name : NESTLE Munch Cereal 32x120g IN Batch : 6047T246DA MRP: 70",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260428-124743,6824058,Aarav Associates,BI-Any other,938423924,6047T246DA,NESTLE Munch Cereal 32x120g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Tuesday,18,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260420-121358,2026-04-20,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Apr,,938421259,,60730455TA,MAGGI 2-MINN Masala 96x75g N2 IN,15,"Dear Team, We have received MAGGI 2-MINN Masala 96x75g N2 IN 1 Case Shortage worth Rs.1218.55 Please find below for more details. Invoice Number : 938421259 Invoice Date : 12/04/2026 Product Name : MAGGI 2-MINN Masala 96x75g N2 IN Batch : 60730455TA MRP: 15",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260420-121358,6824058,Aarav Associates,BI-Stock Shortages,938421259,60730455TA,MAGGI 2-MINN Masala 96x75g N2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Monday,17,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260410-135740,2026-04-10,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,Apr,,938419735,,60060453A2,CERELAC STG2 Rice Veg 24x300g ZS IN,275,"Dear Team, We have received CERELAC STG2 Rice Veg 24x300g ZS IN 1 Case Shortage worth Rs.5707.46 Please find below for more details. Invoice Number : 938419735 Invoice Date : 05/04/2026 Product Name : CERELAC STG2 Rice Veg 24x300g ZS IN Batch : 60060453A2 MRP: 275",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260410-135740,6824058,Aarav Associates,BI-Stock Shortages,938419735,60060453A2,CERELAC STG2 Rice Veg 24x300g ZS IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260410-135943,2026-04-10,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,Apr,,938419735,,60090453A7,CERELAC STG2 Whe App Chry ZS 24x350g IN,290,"Dear Team, We have received CERELAC STG2 Whe App Chry ZS 24x350g IN   1 Case Shortage worth Rs.6018.78 Please find below for more details. Invoice Number : 938419735 Invoice Date : 05/04/2026 Product Name : CERELAC STG2 Whe App Chry ZS 24x350g IN Batch : 60090453A7 MRP: 290",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260410-135943,6824058,Aarav Associates,BI-Stock Shortages,938419735,60090453A7,CERELAC STG2 Whe App Chry ZS 24x350g IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,15,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260404-114351,2026-04-04,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,AVG Logistics Limited,2026,Apr,,938418663,,60080454N1,MUNCH Maxx 12(24x42g) PR Iphone IN,20,"Dear Team, We have received MUNCH Maxx 12(24x42g) PR Iphone IN  1 Case Shortage worth Rs.4,869.38 Please find below for more details. Invoice Number : 938418663 Invoice Date : 30/03/2026 Product Name : MUNCH Maxx 12(24x42g) PR Iphone IN Batch : 60080454N1 MRP: 20",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260404-114351,6824058,Aarav Associates,BI-Stock Shortages,938418663,60080454N1,MUNCH Maxx 12(24x42g) PR Iphone IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Saturday,14,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260327-175401,2026-03-27,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Mar,,938417740,,523703764T,MAGGI Coconut Milk Liquid 6(6x180ml) IN,85,"Dear Team, We have received MAGGI Coconut Milk Liquid 6(6x180ml) IN  1 Case Shortage worth Rs.2,646.18 Please find below for more details. Invoice Number : 938417740 Invoice Date : 27/03/2026 Product Name : MAGGI Coconut Milk Liquid 6(6x180ml) IN Batch : 523703764T MRP: 85",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-03,Q1,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260327-175401,6824058,Aarav Associates,BI-Stock Shortages,938417740,523703764T,MAGGI Coconut Milk Liquid 6(6x180ml) IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Friday,13,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260206-155104,2026-02-06,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Feb,,938405081,,53210376DA,MAGGI Coconut Milk Powder 12x1kg N2 IN,1000,"Dear Team, We have received MAGGI Coconut Milk Powder 12x1kg  1 Case Shortage worth Rs.11312 Please find below for more details. Invoice Number : 938405081 Invoice Date : 05/02/2026 Product Name : MAGGI Coconut Milk Powder 12x1kg N2 IN Batch : 53210376DA MRP: 1000",INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-02,Q1,1,Closed,,,,,,,1 CASE,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260206-155104,6824058,Aarav Associates,BI-Stock Shortages,938405081,53210376DA,MAGGI Coconut Milk Powder 12x1kg N2 IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Friday,6,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6824058-20260110-123234,2026-01-10,South Branch,L5 IN Karnataka 1,B929,6824058,Aarav Associates,BI-Stock Shortages,Closed,GT Distributors,Diptab Ventures Pvt ltd,2026,Jan,,938396789,,53290454B1,KIT KAT 2F MINI 24(42x13.2g) IN,10,"Dear Team, We have received KIT KAT 2F MINI 24(42x13.2g) IN  42 pcs  Shortage in sealed case , Please find below for more details. Invoice Number : 938396789 Product Name : KIT KAT 2F MINI 24(42x13.2g) IN Batch : 53290454B1 MRP: 10",INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-01,Q1,1,Closed,,,,,,,42 PCS,,,,,,DC Issue,B929,L5 IN Karnataka 1,6824058-20260110-123234,6824058,Aarav Associates,BI-Stock Shortages,938396789,53290454B1,KIT KAT 2F MINI 24(42x13.2g) IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-01,Saturday,2,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7023429-20260302-100313,2026-03-02,South Branch,L5 IN Tamil Nadu 5,B744,7023429,Abdhu Traders,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Mar,,959163469,12602710,,NESCAFE CLASSIC JAR 36X24g NR IN,,Invoice Date               - 27/02/2026 Invoice Number         - 959163469 LR Number                 - (TN 92 k 3670) (invoice no-7659) Product Code            - 12602710 Quantity                      - 2 cs Product Description -NESCAFE CLASSIC JAR 36X24g NR          IN Reason                       - Stocks Shortage from DC,INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-03,Q1,1,Closed,,,,,Number,TN92K3670,2 cs,,,,,,DC Issue,B744,L5 IN Tamil Nadu 5,7023429-20260302-100313,7023429,Abdhu Traders,BI-Stock Shortages,959163469,,NESCAFE CLASSIC JAR 36X24g NR IN,Not Available,1,Valid 8 Digit Code,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,Exact Product Code Match,2026-03,Monday,10,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7023429-20260213-115522,2026-02-13,South Branch,L5 IN Tamil Nadu 5,B744,7023429,Abdhu Traders,BI-Stock Shortages,Closed,GT Distributors,Indian Express Cargo,2026,Feb,,959160273,12567446,,PRE NAN IF TIN 15X400g DS520-2 IN,,Invoice Date               - 12/02/2026 Invoice Number         - 959160273 LR Number                 - (TN 72 DZ 1272) (invoice no-5036) Product Code            - 12567446 Quantity                      - 2 cs Product Description -PRE NAN IF TIN 15X400g DS520-2          IN Reason                       - Stocks Shortage from DC,INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,Number,TN72DZ1272,2 cs,,,,,,DC Issue,B744,L5 IN Tamil Nadu 5,7023429-20260213-115522,7023429,Abdhu Traders,BI-Stock Shortages,959160273,,PRE NAN IF TIN 15X400g DS520-2 IN,Not Available,1,Valid 8 Digit Code,IN NSB : Pre NAN,INFANT NUTRITION,NN,Exact Product Code Match,2026-02,Friday,7,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6903453-20260430-123404,2026-04-30,South Branch,L5 IN Chennai Rural,C749,6903453,Adithya Enterprises,BI-Stock Shortages,Closed,GT Distributors,Sakthi Jayavel Motors,2026,Apr,,974818278,,,,620,SR DAWN JAR 190g - 3 piece MRP 620 Invoice No: 974818278 Date : 23.3.26 transport: sakthi jayavel motars vehicle no: tn49ak5302,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,TN49AK5302,3 PIECE,,,,,,DC Issue,C749,L5 IN Chennai Rural,6903453-20260430-123404,6903453,Adithya Enterprises,BI-Stock Shortages,974818278,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Thursday,18,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6903453-20260430-123632,2026-04-30,South Branch,L5 IN Chennai Rural,C749,6903453,Adithya Enterprises,BI-Stock Shortages,Closed,GT Distributors,Sakthi Jayavel Motors,2026,Apr,,974821985,,,,,Biscuit 5cs for sunrise extra Invoice No: 974821985 Date : 20.4.26 transport: sakthi jayavel motars vehicle no: tn49ak5302,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,TN49AK5302,5 CS,,,,,,Not a DC Issue,C749,L5 IN Chennai Rural,6903453-20260430-123632,6903453,Adithya Enterprises,BI-Stock Shortages,974821985,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Thursday,18,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6903453-20260427-124433,2026-04-27,South Branch,L5 IN Chennai Rural,C749,6903453,Adithya Enterprises,BI-Stock Shortages,Closed,GT Distributors,CCI Logistics Limited,2026,Apr,,974822697,,60800453A7,,299,CERELAC STG2 Whe App Chry 24x360g WS IN BATCH: 60800453A7 MRP: 299 QTY ; 1CS TRANSPORT: CCI LOGISTCIS LIMITED VEHICLE NUMBER: TN09BW4079 INVOICE NUMBER: 974822697 DATE: 25.4.26,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,TN09BW4079,1 CS,,,,,,DC Issue,C749,L5 IN Chennai Rural,6903453-20260427-124433,6903453,Adithya Enterprises,BI-Stock Shortages,974822697,60800453A7,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Monday,18,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
5584508-20260223-174234,2026-02-23,South Branch,L5 IN Chennai City 2,C749,5584508,Akshaya Agencies,BI-Stock Shortages,Closed,GT Distributors,Sakthi Jayavel Motors,2026,Feb,,974807805,,,,15,IN NO  -974807805 IN DATE  -22/01/2026 PROD CODE13679901 PROD NAME - MAGGI 2-MINN Masala 96x75g IN NO OF CS SHORT - 1 MRP  15 LLR NO  30009 SAKTHI JAYVEL TRANSPORT,INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,,,,,,,,,Not a DC Issue,C749,L5 IN Chennai City 2,5584508-20260223-174234,5584508,Akshaya Agencies,BI-Stock Shortages,974807805,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Monday,9,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
5584508-20260223-174643,2026-02-23,South Branch,L5 IN Chennai City 2,C749,5584508,Akshaya Agencies,BI-Stock Shortages,Reopened,GT Distributors,Sakthi Jayavel Motors,2026,Feb,,974812373,12559238,,PROD NAME MAGGI 2-MIN Spicy Garlic 24x248g IN,100,IN NO  974812373 DATE  18/02/2026 PROD CODE  12559238 PROD NAME   MAGGI 2-MIN Spicy Garlic 24x248g IN MRP  100 NO OF CS SHORTAGE -  1 LLR NO  30545 SAKTHI JAYAVEL MOTORS,,,Reopened,2026-02,Q1,1,Open / Pending,,,,,,,1,,,,,,DC Issue,C749,L5 IN Chennai City 2,5584508-20260223-174643,5584508,Akshaya Agencies,BI-Stock Shortages,974812373,,PROD NAME MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Exact Product Code Match,2026-02,Monday,9,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
600977-20260505-122925,2026-05-05,South Branch,L5 IN Kerala 4,B744,600977,Alankar Stores,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,May,,959161300; 959163431,12610509; 12616536,,SHORT : EVERYDAY DW 12x1kg NR KL IN 2 CS,,LR NO :  8873 INVOICE NO   : 959161300 Product code : 12610509 SHORT :     EVERYDAY DW 12x1kg NR KL IN        2 CS LR NO :7649 INVOICE NO :  959163431 Product code :  12616536 SHORT :    MAGGI 2-MINN CHKN 24*304G         1 CS Product code    :  1255923 MAGGI  2-MINN SPICY GARLIC 24*248G            1 CS,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,8873; 7649,,2 CS; 1 CS,,,,,,Not a DC Issue,B744,L5 IN Kerala 4,600977-20260505-122925,600977,Alankar Stores,BI-Stock Shortages,959161300; 959163431,,SHORT : EVERYDAY DW 12x1kg NR KL IN 2 CS,Not Available,2,Multiple 8 Digit Codes,IN SSD : EveryDay DW | IN CUL : Noodles Chicken,DAIRY | CULINARY,F&B,Exact Product Code Match,2026-05,Tuesday,19,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
600980-20260508-225758,2026-05-08,South Branch,L5 IN Kerala 4,7793,600980,Allied Trading Enterprises,BI-Stock Shortages,Closed,GT Distributors,Caspian Shipping & Logistics,2026,May,,,,,,,MAGGI MASALA RS.30  6PC  SHORT IN A REPACKED CASE THAT CAME IN TODAY'S LOAD. INV NO.1365363349   DT ....07/05/2026 DRIVER NAME ....SIJIL DRIVER NUMBER....8943110298,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,6 PC,,,,,,Not a DC Issue,7793,L5 IN Kerala 4,600980-20260508-225758,600980,Allied Trading Enterprises,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Friday,19,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
