Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
7453842-20260623-091015,2026-06-23,1366100561,,,7453842,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7453842-20260623-091152,2026-06-23,1366100359,,,7453842,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260619-123439,2026-06-19,1366100542,12559595,,6043092,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7453842-20260616-182007,2026-06-16,1366100276,,,7453842,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7453842-20260616-182130,2026-06-16,1366100338,,,7453842,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260611-125216,2026-06-11,1366100234,,,6043092,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260605-121816,2026-06-05,1366100019,14505767,,6043092,Sri Rajeswari Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260603-095230,2026-06-03,1099846121,14504152,,6043092,Sri Rajeswari Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260603-140546,2026-06-03,1099853699,12601761,,6043092,Sri Rajeswari Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7453842-20260523-175703,2026-05-23,1099852066,12458983,,7453842,Sri Rajeswari Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260416-122715,2026-04-16,1099846027,13463319,,6043092,Sri Rajeswari Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260320-133546,2026-03-20,1099841187,,60392814PA,6043092,Sri Rajeswari Traders,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6043092-20260317-131244,2026-03-17,1099840561,,60024176C6,6043092,Sri Rajeswari Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7453842-20260310-152648,2026-03-10,1099838651,60506640,,7453842,Sri Rajeswari Traders,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601627-20260608-143122,2026-06-08,959183382,13944227,60560452LC,601627,Sri Ram & Company,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601627-20260601-135104,2026-06-01,959182435,13680087,61410452CA,601627,Sri Ram & Company,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601627-20260601-135741,2026-06-01,959182435,12608543,61240455RA,601627,Sri Ram & Company,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601627-20260601-200648,2026-06-01,959171961,13843471,60800454F1,601627,Sri Ram & Company,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601627-20260601-201018,2026-06-01,959171757,13680087,60840452CF,601627,Sri Ram & Company,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601630-20260610-115416,2026-06-10,1099854190,,,601630,Sri Ram Trading Co,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601630-20260610-120413,2026-06-10,1099854608,12608303,,601630,Sri Ram Trading Co,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601630-20260325-123027,2026-03-25,1099841935,12609884,,601630,Sri Ram Trading Co,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601630-20260109-132352,2026-01-09,1099830217,12585137,53620453K1,601630,Sri Ram Trading Co,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6614197-20260220-172509,2026-02-20,974812948,12956336,,6614197,Sri Ramajayam Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6614197-20260220-172840,2026-02-20,974804731,12614824,,6614197,Sri Ramajayam Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601631-20260206-143510,2026-02-06,974806016,,,601631,Sri Ramajayam Dhalls,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7448515-20260308-111526,2026-03-08,938412103,12608496,60220452CF,7448515,Sri Sai Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7448515-20260108-110910,2026-01-08,938396014,12729817,53550452LA,7448515,Sri Sai Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952712-20260616-085509,2026-06-16,1099855246,"12608497, 12608578",,6952712,Sri Sai Marketing,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952712-20260306-155647,2026-03-06,1099838704; 1099838707,12609874; 12609877,,6952712,Sri Sai Marketing,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952712-20260207-091801,2026-02-07,1099833855,13797726,,6952712,Sri Sai Marketing,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952712-20260112-095915,2026-01-12,1099829299,12609878,,6952712,Sri Sai Marketing,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260507-174453,2026-05-07,,13737115,61070454B1,3382314,Sri Sai Uma Generals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260428-173049,2026-04-28,1099799444,12585137; 12601932,"50950453J1, 50770453A7",3382314,Sri Sai Uma Generals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260324-113635,2026-03-24,1099841854,12571548,52770455KA,3382314,Sri Sai Uma Generals,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260313-185522,2026-03-13,1099839206,12606043; 12603833,60070455HA; 53150455HB,3382314,Sri Sai Uma Generals,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260313-190742,2026-03-13,1099837807,12610479,601804519B,3382314,Sri Sai Uma Generals,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260313-191816,2026-03-13,1099838420,12610097,60307742AB; 530128142A,3382314,Sri Sai Uma Generals,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260216-171232,2026-02-16,1099836220,12612434,43500452CA,3382314,Sri Sai Uma Generals,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260206-165458,2026-02-06,1099834216,12497672,INVOICED; 60230453J2; 60230453K1,3382314,Sri Sai Uma Generals,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3382314-20260106-103816,2026-01-06,1099828714,,53261519VA,3382314,Sri Sai Uma Generals,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1081682-20260620-194813,2026-06-20,1366100606,13757661; 14033758,61121519FA; 61210453A7,1081682,Sri Sai Vasavi Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1081682-20260612-094415,2026-06-12,1366100264,14379191; 12623518; 13767984,613604526a,1081682,Sri Sai Vasavi Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1081682-20260323-124349,2026-03-23,1099841735,12426635,53530451dk,1081682,Sri Sai Vasavi Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1081682-20260122-131456,2026-01-22,1099832256,12609760,5113t246cb,1081682,Sri Sai Vasavi Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1081682-20260103-130308,2026-01-03,1099828864,12629157,53380454b1,1081682,Sri Sai Vasavi Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7461710-20260126-143916,2026-01-26,938401415,13680372,60042814TA; 60010452KA,7461710,Sri Sapthagiri Consumers,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6704644-20260619-103745,2026-06-19,959185886,12608497,61529939AA,6704644,Sri Seetharam Traders,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7023418-20260316-104839,2026-03-16,959167117,,50890452VA,7023418,Sri Senthur Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260610-121859,2026-06-10,,,,7369977,Sri Sudharshana Traders,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260528-162455,2026-05-28,1099852866,,,7369977,Sri Sudharshana Traders,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260403-171134,2026-04-03,1099843521,,60829939BA,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260320-162808,2026-03-20,1099841306,,,7369977,Sri Sudharshana Traders,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260202-190055,2026-02-02,1099832512,,,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260121-122525,2026-01-21,1099822163,,,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260121-170849,2026-01-21,1099820134,,,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260121-171902,2026-01-21,1099828542,,,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7369977-20260121-172458,2026-01-21,1099827369,,,7369977,Sri Sudharshana Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093900-20260529-181607,2026-05-29,974826678,,,7093900,Sri Swastik Agencies,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093900-20260228-143626,2026-02-28,974806648,,,7093900,Sri Swastik Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093900-20260127-133140,2026-01-27,974806649,,,7093900,Sri Swastik Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260629-113337,2026-06-29,13661003910,12608635,,5622725,Sri Uma Maheswara Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260626-105338,2026-06-26,1366100810,14301186,,5622725,Sri Uma Maheswara Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260519-104917,2026-05-19,1099851443,13843427,,5622725,Sri Uma Maheswara Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260507-184006,2026-05-07,1099849148,13680087; 12609881,,5622725,Sri Uma Maheswara Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260420-123519,2026-04-20,1099846359,12584920,,5622725,Sri Uma Maheswara Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260331-114604,2026-03-31,1099843094,12579461,,5622725,Sri Uma Maheswara Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260307-185007,2026-03-07,1099838722,12628829,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260212-124338,2026-02-12,1099835282,12610495,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260211-182714,2026-02-11,1099835285,13718181,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260204-183940,2026-02-04,1099833745,14118476,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260120-111031,2026-01-20,1099831596,13797772,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5622725-20260108-103050,2026-01-08,1099829818,12629157,,5622725,Sri Uma Maheswara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5272377-20260429-202448,2026-04-29,1099848406,,,5272377,Sri Venkata Sai Sharan Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7083062-20260427-170809,2026-04-27,,14199858,61050454P1,7083062,Sri Venkateshwara Distributors,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7083062-20260328-123402,2026-03-28,,,,7083062,Sri Venkateshwara Distributors,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601658-20260622-180357,2026-06-22,126131316132,,,601658,Sri Venkateswara Marketing Services,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601658-20260513-095138,2026-05-13,1099849629,12579461,,601658,Sri Venkateswara Marketing Services,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601658-20260120-104014,2026-01-20,1099831789,12609760,,601658,Sri Venkateswara Marketing Services,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4637644-20260504-151240,2026-05-04,938425623,14033758,60990453A9,4637644,Sri Vijaya Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4637644-20260415-184210,2026-04-15,938421676,13680299,60899939BA,4637644,Sri Vijaya Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4637644-20260330-115803,2026-03-30,938418195,13678473,60532814AA,4637644,Sri Vijaya Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4637644-20260226-164805,2026-02-26,938406524,12612451,60300454C1,4637644,Sri Vijaya Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4637644-20260207-123657,2026-02-07,938405395,12606043,53640451FB,4637644,Sri Vijaya Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601669-20260611-173640,2026-06-11,938433330,13678304,,601669,Srinivasa Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601669-20260430-093032,2026-04-30,938424726,14301186,,601669,Srinivasa Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601669-20260406-205202,2026-04-06,938419853,12359021,,601669,Srinivasa Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260626-185232,2026-06-26,1366100728,,,7206600,Sriram Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260505-112205,2026-05-05,1099838642,,,7206600,Sriram Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260421-115313,2026-04-21,1099846713,12556491,,7206600,Sriram Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260421-115809,2026-04-21,,14504152,,7206600,Sriram Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260223-180638,2026-02-23,,13718181,,7206600,Sriram Enterprises,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7206600-20260129-182851,2026-01-29,1099833052,12610047,,7206600,Sriram Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601683-20260620-125118,2026-06-20,1366100609,,,601683,Subham Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601683-20260330-164525,2026-03-30,1099842588,,,601683,Subham Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601683-20260205-193440,2026-02-05,1099831320,"12630062, 12617902",,601683,Subham Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7486326-20260121-203809,2026-01-21,959151608,13796414,,7486326,Sun Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260518-160000,2026-05-18,959180605,12584920,Product; 61210451za,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260518-161847,2026-05-18,,12584920,differ; 61210451ZA,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260508-133830,2026-05-08,959178765,12609874,61040451DA,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260326-184707,2026-03-26,959169975,12559238,5259281BA,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260304-181920,2026-03-04,959163729,12591613,41230452CA,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
4796159-20260202-141114,2026-02-02,959157098,12499557,50890452VA,4796159,Surabi Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5213822-20260623-142447,2026-06-23,1366100678,12567446,61000453t1,5213822,Surya Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5213822-20260618-134930,2026-06-18,1366100459,,61500451za,5213822,Surya Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5213822-20260515-192354,2026-05-15,,12628829,60972814DA,5213822,Surya Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5213822-20260410-183930,2026-04-10,1099844470,13632235,60670453j1,5213822,Surya Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7045944-20260525-143653,2026-05-25,,14508643,,7045944,Surya Trading Company,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260618-173014,2026-06-18,1099853927,14503950,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260618-173515,2026-06-18,1099853280,"14505767, 12595279,12595302, 12570655, 14503951",,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260618-173636,2026-06-18,1099853232,14507586,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260618-174000,2026-06-18,1099850654,14505767,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260618-174336,2026-06-18,1099855685,12957459,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260512-112802,2026-05-12,,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-122742,2026-05-08,1099849690,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-123030,2026-05-08,1099849484,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-123422,2026-05-08,1099849219,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-123608,2026-05-08,1099849162,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-123902,2026-05-08,1099848328,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260508-124452,2026-05-08,1099847355,,,601707,Synergy Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260420-122416,2026-04-20,1099843906,12586422,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260420-122638,2026-04-20,1099844867,12559338,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260420-123521,2026-04-20,1099846189,"12458968, 12584920",,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260420-123841,2026-04-20,1099840384,12562440,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260216-130319,2026-02-16,1099834001,12615905,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-144218,2026-01-19,1099831147; 1099831150,"12967299, 12586404",,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-144541,2026-01-19,1099830625,12586404,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-144736,2026-01-19,1099830399,12606197,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-144935,2026-01-19,1099829858,12606197,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-145211,2026-01-19,1099828890,12615905,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601707-20260119-145351,2026-01-19,1099828745,12499422,,601707,Synergy Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6775176-20260604-112803,2026-06-04,,"12608496, 12603833","60580452CF, 60550455HB",6775176,T J Enterprises,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6775176-20260603-145246,2026-06-03,1365805004,"12610617, 12584920","60730451NA, 61100451ZA",6775176,T J Enterprises,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6775176-20260326-154417,2026-03-26,1365801098; 1365801398; 1365801520,,60580454B1; 60580452CF,6775176,T J Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6775176-20260302-142540,2026-03-02,1365800048,12586420,,6775176,T J Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5653625-20260623-175227,2026-06-23,959186431,14378939,61590452FA,5653625,T.Thirumalaisamy General Merchant,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260625-220612,2026-06-25,1366100780; 1366100781; 1366100782,,,6960711,Tadepalli Eswararao Son,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260430-082501,2026-04-30,1099848302,12616861,61030454A1,6960711,Tadepalli Eswararao Son,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260424-140645,2026-04-24,1099846612,12525887,51860453T3G,6960711,Tadepalli Eswararao Son,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260417-210501,2026-04-17,1099846177; 1099846178,"106061580, 106061580, ",60602032,6960711,Tadepalli Eswararao Son,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260320-215742,2026-03-20,974817467,137184181,,6960711,Tadepalli Eswararao Son,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6960711-20260130-082806,2026-01-30,974808858,14118476,,6960711,Tadepalli Eswararao Son,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601713-20260615-134106,2026-06-15,,,,601713,Tadikonda Koteswara Rao &Company,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601713-20260612-122324,2026-06-12,,,,601713,Tadikonda Koteswara Rao &Company,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
